Right_Ascension,Declination,TESSmag,Ecliptic_Longitude,Ecliptic_Latitude,TIC_ID,
301.775873947779,36.8266565620668,6.8361,317.525883555103,55.1462024880978,41318863,
331.641336062465,12.4453777459125,6.99836,338.422881873842,22.4716042356725,60680368,
341.674277213548,12.1707625785351,3.6738,347.947653648355,18.402256980247,60716322,
138.843212892926,-8.4827449800706,6.66148,144.126376257975,-23.2198922672621,60760766,
189.426550694742,-27.1392985875038,5.0809,199.748823032308,-21.1332450953527,60709182,
111.70794420702,21.5355646274925,6.0435,110.124616808598,-0.399897331259166,60776796,
111.613832260269,18.516834895377,6.94882,110.480918625635,-3.3988575787593,60771061,
21.5378455270251,34.5793389398357,5.8978,33.3003341057125,23.6082760979007,80535228,
279.722159674615,-21.0525341716338,5.2424,279.073594453488,2.08104276310048,1544160,
188.015706557405,-16.1962562331593,3.9885,193.813699949366,-11.6916893835964,1628071,
131.336527914117,-2.60109878139448,6.3489,134.555267446266,-19.876732229652,1604036,
188.149346590012,-13.8593400096055,5.3926,192.981333861593,-9.4988568637351,1629931,
129.032176337048,15.313533567462,5.9871,127.469734313301,-3.19369177243493,21223063,
72.9338616820231,45.831732995296,6.4084,77.1503962776013,23.150816742887,21240825,
350.94928715033,32.5314622440391,6.2067,6.32092048805241,33.1028224647099,21332165,
351.129000619929,30.7123258911396,6.82944,5.48139764070115,31.4209264966214,21333780,
73.0899597711922,45.9396793712236,6.176,77.282513014576,23.2441577109127,21321033,
116.23430271477,39.5534180004539,6.1886,111.001011525884,18.0076252648385,21373524,
93.4206981052701,-66.6797975829949,6.8511,186.581908523081,-88.6375412812033,41487605,
66.4059716890823,15.9409111617483,5.9727,67.2479870625278,-5.65420185197789,60876325,
111.934561647754,21.4447572653824,4.7877,110.346595306151,-0.458527714019249,60846097,
353.795295873839,12.6617999809686,6.8824,359.435335805655,14.0669003357468,60835617,
111.96212532279,19.0444893175271,6.5968,110.729389519797,-2.82824603051669,60847893,
66.5248859080021,15.5242339278876,6.9551,67.2946916894682,-6.08380899987373,60879815,
66.5869360067052,15.6182105738083,4.2323,67.3690713979144,-6.00054230546752,60879864,
140.087474708186,-9.61029953201169,6.5628,145.79744301763,-23.8791419616308,60908478,
139.89098622951,-11.3149065324716,6.5495,146.226478710344,-25.5498122681945,60905906,
165.926142728903,-51.3525759646037,6.4011,195.792228885679,-50.9836560756521,80681409,
155.860106651707,-4.07401516030587,5.98526,159.186728559069,-13.1469103481848,1712781,
131.812302510819,-1.89702638790872,5.2292,134.83026801642,-19.0677156559882,1678825,
132.590056879804,-28.6176468197331,6.2504,145.886279640233,-44.1478804628446,1740238,
287.828479344687,-29.5023793660269,6.29787,285.574031797689,-7.02192178794106,1776724,
116.426220618849,39.5468820433287,6.8014,111.155198127463,18.0286579003046,21398893,
135.419618482549,39.7132070251557,6.1006,126.166473507297,21.804639291816,21447922,
85.8760381781102,-39.4068939591018,5.8899,83.0305575766403,-62.7464395252314,21504820,
149.420395307299,41.0555205257692,4.6592,136.632343223072,26.7434640501197,21509804,
164.864761087626,40.4304930986133,4.4698,149.068317707204,31.0612158733309,21535479,
93.7748535645885,-71.7025273291288,6.0732,257.099860470615,-84.6877927723864,41533357,
140.184183546387,-7.73019047574162,6.9237,145.218094270042,-22.0737376210853,60953597,
226.448864011026,-25.7895587925838,6.63544,231.206944700702,-8.0240018552293,60977396,
112.597734915831,19.8133777906744,6.4912,111.206297242814,-1.97769170161655,60992062,
29.490059168834,23.6030257013905,6.7882,35.6993788352329,10.8316706132084,60986644,
29.4817195922614,23.5960059330201,4.4974,35.6895780999823,10.8277956262659,60986648,
38.0509265300528,22.0069222910702,6.96171,42.6850334189471,6.68939055554333,61018454,
38.4025835711608,18.8800728653477,6.5614,42.0138940078747,3.61708839968476,61046517,
273.863791685877,-34.5945864014071,6.9465,273.241656838899,-11.1987735858159,61058929,
120.336731219871,59.0475109503323,5.385,109.142327198032,37.607839139412,80881274,
120.300252271046,54.4604040697934,6.89573,110.50606052544,33.1572994463196,80858885,
121.510551682913,59.2488015359576,6.58485,109.812176796175,37.9579682513882,80942869,
121.292667683363,57.7726046748137,6.6773,110.156864545083,36.503047148979,80929706,
166.266883703835,-49.3922497450545,6.1344,194.219543488625,-49.2882602016699,80937975,
78.8515133866527,32.6876529763548,4.824,80.4999166874812,9.61529830123478,1840666,
86.351050013703,-39.3123425454412,6.9517,83.842339062485,-62.6736490264009,21540293,
134.140756915262,45.7641065875283,6.5314,123.133582619563,27.2718540586025,21546574,
151.420147011464,15.7574005402804,5.9962,147.886676756942,3.78525842986327,21581018,
86.6753772463767,-36.2314322118255,6.7807,84.6943522700522,-59.6094973646345,21579071,
182.403462239777,40.2518372629214,6.7426,163.37690986132,37.2692233346434,21623610,
182.028165827424,39.6554616390704,6.8317,163.435706085478,36.6087554142415,21598259,
255.40152020119,33.568269582322,5.2849,248.002160204758,55.8981405507077,21635088,
232.842921122492,36.6164840676967,5.8903,215.800285806489,53.2921249987163,41717460,
232.130535913904,38.7237271886876,6.3058,213.43589393782,54.9775123520073,41711473,
154.587495763047,12.6209391709432,6.4738,151.875270571172,1.94244079800174,61125572,
154.739258478791,17.705808406403,6.83418,150.172566650797,6.73790227623143,61126912,
122.370103565146,55.2557186920694,6.50197,111.655305234379,34.2238062552254,80951366,
273.917434397882,-33.0916419325555,6.9189,273.328890562927,-9.69761808145735,61184726,
123.340352899224,56.5276205799763,6.40459,111.88714400984,35.5940306126822,81003405,
124.0238351469,57.0931795715973,6.7974,112.141426961363,36.2401139615988,81041820,
124.460021665186,59.5711450627596,5.4905,111.537469436576,38.6820292253447,81075894,
124.620307332227,54.563765799781,6.3411,113.382171900334,33.8993488766821,81074586,
125.109047940041,57.7433422014469,5.5015,112.612393148977,37.0283768867646,81105604,
273.991371787911,-3.61797695442728,6.34325,274.233162514779,19.7626716704921,1981698,
258.894348033908,-10.29740451492,6.86079,258.797489069976,12.7110417728196,2108106,
292.339228823953,31.6068860538366,6.3114,302.188341629265,52.5787165364632,21704463,
255.972918696353,34.7901975667117,5.9187,248.4505071169,57.1847870492098,21721790,
88.5276510140417,-35.9029376485181,6.3398,87.661568805523,-59.3302676660154,21748040,
257.008469406399,35.9351021783582,5.0903,249.636985738627,58.4594721296165,21831056,
146.590030499485,-27.276400993769,6.6083,160.226773846677,-37.9620067914825,21812308,
256.981799834335,32.105302655052,6.6813,250.730041536833,54.677112988678,21832928,
20.5386145449732,-37.0516013957757,6.4628,1.32012765195028,-41.6204136821535,41860807,
271.732870482013,-3.2332126468323,6.5287,271.843494276155,20.1949796962551,41919862,
127.642238623484,54.1190901362534,6.8101,115.570235527829,33.9707792691579,81217270,
79.5788125410939,33.767239976725,6.21412,81.1990867401226,10.6457911370191,2236015,
133.881932192792,-27.682287345939,4.7875,146.85724171954,-42.8531438202239,2226189,
279.973929895747,-20.0714412073815,6.4553,279.375896436058,3.04380375487908,2173506,
288.889018213075,-24.1797938959598,5.7365,287.186860620649,-1.86049002575363,2288734,
181.845404379587,-43.246513897836,6.7956,201.99382426738,-38.2629756745727,21864252,
147.177746185825,-26.4142888676752,6.2175,160.370500992813,-36.9594181898718,21895899,
257.393094682724,33.3549277360878,6.7281,250.99026919228,55.9652693149853,21897561,
182.741944368429,-46.3212593058832,6.9726,204.748634674766,-40.5719934867768,22030964,
23.9604458557505,-39.9473301657706,6.0119,2.47150852548003,-45.4747735235702,42013007,
23.7418875252082,33.1172835737397,6.1645,34.4896904968187,21.5390183073336,61360821,
228.367539736092,-25.3096721446744,5.841,232.756091146596,-7.09208280706692,61397572,
228.322489812071,-24.0084105181096,6.47547,232.367906180484,-5.84862392809914,61447354,
102.569480877245,-17.2920793717532,6.6106,105.74953491356,-40.0466081363246,61405613,
274.079876205527,-31.321382544555,6.9784,273.518212457625,-7.93191464021345,61434520,
259.502258649901,-24.2841689155203,6.2506,260.438208507135,-1.19266143493491,81375040,
259.530195755556,-24.0733411938815,5.9988,260.448367609128,-0.980541880493825,81376588,
79.8491205652726,33.9853351208983,6.2567,81.4429651976353,10.8470907754464,2433001,
148.240433208773,-27.3317636138846,5.7262,161.934996225203,-37.391151467673,22083423,
182.870123355305,-44.2830188238866,6.132,203.481558915087,-38.7798623996317,22102358,
269.520675182571,32.6479361123994,6.2288,269.276661260747,56.0860134556858,22129510,
149.225031489221,-27.475054830753,6.14372,163.005044332835,-37.1472487049078,22234795,
149.194821379548,-26.5495423092428,6.1129,162.482235681177,-36.3215636710824,22235339,
292.817370902193,33.4707002085782,6.62469,303.644585177693,54.2768805311255,22253703,
96.3199722374126,-0.946823049743603,5.3441,96.9326690773042,-24.234138738254,42334982,
25.5147972902758,35.2455957753107,5.7119,36.8463233779263,22.9253609420919,61524043,
193.97176332896,-15.3270276693928,6.17965,198.809816997903,-8.62062694232792,2471579,
194.107127836951,-14.9499051098217,6.8886,198.78272275976,-8.22240982656092,2473207,
80.0030789962449,32.7854333493686,6.4843,81.4870555518815,9.6411030203771,2507547,
262.009377830723,-8.20893886222109,5.8108,261.81080451797,15.0034784348732,2497082,
268.219911310836,-41.9973459270239,5.6762,268.604546402137,-18.5666873581429,22295632,
149.558204726637,-25.1311034256416,6.73005,162.112455255601,-34.8972910953497,22286705,
270.64426201651,30.5559074567887,6.1759,270.943763083009,53.9930776272765,22333801,
96.3947441918456,-2.99143847261689,6.42198,97.1253144186217,-26.2726881428745,42438405,
286.857174872961,32.5018388076449,4.8615,294.903341805782,54.4932694383904,42551532,
96.6649253375087,-1.50742979654599,5.8214,97.3416774356678,-24.7770124299296,42569616,
273.291731548686,-4.01151470220911,6.3489,273.48131384779,19.3879955483417,42571239,
177.365694039701,-46.0675370242178,6.9366,200.360237457762,-42.3313075788528,61822201,
123.522360846589,-46.9176286150766,6.8603,148.416011101642,-63.7163586494104,81614523,
123.521600082574,-44.5756591162152,6.2718,145.967377505357,-61.6610260113224,81709032,
208.742782264019,-8.05917694633757,6.8017,209.572125845085,3.48378919385666,2620617,
208.74175648523,-8.05898890537527,6.1499,209.571106627059,3.48361050150322,2620618,
208.971345850964,-9.75523207013181,6.3777,210.376245473442,1.97300055574487,2622122,
271.756126958608,30.5623394183662,4.5582,272.572254829966,53.9859408096199,22516402,
108.065758219451,-40.4988565572597,5.2859,120.213491412819,-62.0562945493931,22600633,
108.004406803461,43.8428684040826,6.85392,103.840289916338,21.2648230666435,22594935,
185.225082829964,-47.4545826809468,6.8707,207.434653559388,-40.6512236567379,22647848,
108.303707687481,47.6064831973391,6.4583,103.513406273579,25.0222280492726,22632346,
302.460077280709,39.1368161541338,6.79231,319.994008221316,57.0789180587681,42718728,
96.6048813171745,-0.776741399010513,6.79369,97.235331496995,-24.0502854324071,42634920,
286.885497190168,30.2549374100079,6.9949,294.213239401974,52.2842196487508,42705187,
110.019052020561,-4.99145117935711,6.8498,112.479405816348,-26.881897394242,61913298,
177.804545042943,-43.9330986116416,6.6372,199.205307824874,-40.3563347227856,61941944,
168.137067766851,-49.1008532901504,5.2564,195.45710049299,-48.3336819803893,81854295,
47.7525707751145,64.8961978854963,6.3592,66.2525867814975,44.9016956853645,81911786,
107.224617179257,-18.1843353441955,6.8107,111.658842701249,-40.3372521131825,81931778,
82.0040043147612,33.7628012946813,5.9401,83.2454234475002,10.5108150342601,2944024,
37.8832968296505,27.5692218373037,6.9139,44.3318168356608,12.0114254475329,22712605,
203.699665910824,37.1823732085821,4.4478,184.187345324023,42.9896155515705,22817261,
204.364611983778,36.2949989553961,4.7132,185.415471676555,42.4819643099637,22847803,
203.59122204559,38.7893576315018,6.1898,182.966172546607,44.3347594671762,22791328,
97.1595169380794,-0.721121431865152,6.3328,97.8384383218661,-23.9658034975567,42991761,
290.670343854873,-44.4571768208834,6.8936,285.784516126701,-22.1440551181639,62119725,
290.659597838898,-44.4590367663551,4.1121,285.776026514321,-22.1447311283177,62119727,
268.624369017144,-3.46307530895293,6.8423,268.539041045119,19.9692295393177,62204855,
290.805305361517,-44.8000103943313,3.9219,285.830706317479,-22.4975156413738,62184739,
168.46153216833,-52.8561512838348,6.6004,199.22088942876,-51.2046098993322,82018471,
123.97002416067,-46.3120825066462,6.5438,148.346569417586,-63.03792679463,82068320,
39.2412735925505,24.6480103203042,6.604,44.5684007830628,8.8545678238025,22874788,
39.252829483131,24.6471535038804,6.0914,44.5782303168595,8.85047926126316,22874790,
186.08892802513,-47.3729477573421,6.6488,208.034986449075,-40.2773696414879,22908364,
206.555791306586,41.0885601818403,5.7084,184.048787434191,47.4785550987228,22954165,
109.325398615969,-40.6560650519373,6.9603,122.265929683355,-61.9477376336943,22972926,
60.3581372875117,28.5017518598172,6.93149,63.9860388393543,7.70012687122849,23052028,
302.684799416156,41.2470413311213,6.76479,321.901965044662,58.9394642346056,43068884,
277.870949230562,-1.6349732623661,6.8617,278.464604669028,21.5733288875039,43158945,
268.515319550545,-1.61940131486126,6.58704,268.401462741001,21.8116415763787,62264650,
115.508121692574,-11.8524887163852,6.9265,120.043952987675,-32.6695753459262,62355113,
79.5638976663078,28.7798730728056,6.9977,80.8195184753042,5.67257136222021,62259686,
147.970992103094,24.3946093104643,5.0736,141.806566700905,10.7667341964504,82203007,
168.973543031232,-47.9209003619932,6.5571,195.112648107437,-47.0508861166744,82256997,
123.423531658896,23.1376877747431,6.45948,120.483590083344,3.16597307513131,82289479,
168.63765836904,25.7105961590376,6.9859,159.206944027486,19.1121824118518,82308728,
262.8244206812,-10.9717308909116,6.9907,262.790242408133,12.288145166142,3205453,
138.93790752201,-37.4131772609209,4.1972,158.408226170259,-49.9034707511925,3296473,
82.3197040042414,32.1992786094872,6.59229,83.426384371931,8.93508826506098,3212365,
46.0691134549778,-7.60077895787359,5.0835,41.2141355817021,-23.9104444303712,23137804,
269.018565755919,-42.3234842708249,6.5141,269.233107091696,-18.8868160223834,23104270,
235.798308251924,-25.4156511211436,6.90011,239.330024723682,-5.54454610804195,23129352,
166.78436144864,-32.5872202105621,6.2262,182.617941270322,-34.8033992422684,23222558,
261.027242819558,22.9601184853922,5.523,258.06286688955,46.0282761177048,43338030,
270.067488021814,-47.5539249916929,6.7344,270.049913771068,-24.1146558542459,62441822,
132.340437448411,-3.44312347037569,5.38847,135.832997832116,-20.4011134570538,62480591,
132.651081742233,-4.69938965745703,6.78687,136.537896104133,-21.5150808778908,62534844,
28.0928881446407,37.4292521944828,6.4539,39.8567340226707,24.1345898411501,82376727,
280.465275442509,-23.83353969599,6.0263,279.564865847708,-0.741070439632507,3375779,
167.472568064655,-32.3676564231191,5.7859,183.114356783556,-34.336297197936,23327012,
166.974261636473,-30.1751383294059,5.9398,181.439977626422,-32.593366753651,23270430,
167.065777337491,-29.9725475718553,6.45236,181.413003021491,-32.3770400302897,23270537,
167.643852797907,-32.5639183118885,6.7923,183.380812553786,-34.441433739495,23351808,
264.917339224868,13.283784807972,6.99983,263.833419383018,36.6143294809463,43616426,
264.15329308857,13.8133206021351,6.7015,262.874740072573,37.1081007239647,43560573,
133.74325096776,-3.55551463874289,6.82887,137.296281466954,-20.1035066661566,62573638,
133.572990493909,-5.43432771286778,5.4088,137.714722114468,-21.9490996872135,62569281,
80.2471702456058,27.9571754252835,6.25567,81.3639369490507,4.80980279100067,62642421,
136.624346387647,-2.59947774827506,6.7496,139.901426858029,-18.3315346381838,62627455,
80.3028589696823,29.5698906175712,5.6499,81.5222927743088,6.41554190756932,62702862,
175.516558968135,12.2843710193268,6.5783,170.975546073,9.48703858725173,82546579,
260.114959706491,-29.3651537428442,6.92877,261.344063741362,-6.22241346935304,82657890,
127.456288449305,26.1927945471235,6.83717,123.352543449076,6.9863175494861,3664719,
127.153126048999,24.1447077131817,5.82397,123.584079411517,4.93280701565778,3645269,
139.483933326563,-37.3977132737286,6.4675,158.991366758516,-49.6874336206867,3585136,
245.051325218514,-39.5006852251361,6.9763,250.013908964696,-17.7767164503596,3650509,
126.696092858662,26.9354936756203,5.99153,122.506431068849,7.5426100003081,3576220,
126.695089843954,26.9343519492079,6.10354,122.505831510707,7.54128717300065,3576222,
169.082301325629,-34.6678832382687,6.6571,185.892196035386,-35.7213594084373,23558618,
169.411602072852,-34.7374195214521,6.0214,186.22558538466,-35.652061568386,23583692,
236.985429817502,-25.9869907379819,6.84138,240.505418858052,-5.86503941348384,23566533,
169.413778986542,-33.5485682952472,6.3547,185.532507170803,-34.6070301416917,23582373,
216.851293638085,-6.12060589836403,6.1085,216.536675596965,8.01194654920406,23639066,
76.1985119759246,-11.6999642339007,6.6141,73.5628779253607,-34.3550544129363,43650034,
257.198018907811,-30.4040108351895,5.69,258.887279960133,-7.45725800582709,43680999,
265.295759148915,15.1783515396949,6.33127,264.193471802831,38.52286074524,43734086,
265.494289728484,15.952868868757,5.1799,264.398205252959,39.304574785624,43790244,
116.058225809355,20.200977757103,6.7404,114.35152343221,-1.06240438509589,62740103,
116.288861785404,20.3160469521465,6.53189,114.544370791144,-0.911151944848686,62822682,
78.6607122394003,63.1269102359938,6.62311,83.3426332943762,39.9494410720078,82694493,
79.3648545572805,60.1810888742597,6.5084,83.4028490377288,36.9851309385521,82799356,
238.228669822167,-59.06202712381,6.5825,249.961892886712,-37.8131869902793,82849372,
139.632803244733,-39.0437414339259,6.8725,160.378793232412,-51.0805093515838,3772886,
127.876783472952,24.0809145204959,5.4112,124.242768902908,5.0315327999107,3699722,
10.711310289336,-9.92177963984963,6.1409,5.86570501095355,-13.3507048745058,3838520,
9.93144569425784,-11.1513209562972,6.3797,4.63322470167757,-14.1671283306011,3810734,
10.1978526940831,-7.23300878660518,6.4587,6.48960080417718,-10.6833248758247,3816118,
10.1022641045872,-7.65706520212609,6.9034,6.22894184899742,-11.0344318104852,3811994,
265.841770045405,14.2952930206932,5.78935,264.907741089476,37.661099078095,43906107,
266.071852680201,14.4101328620428,6.01246,265.184218684713,37.7837702242876,44014899,
266.076548686255,13.7840602865776,6.64957,265.217022910211,37.1582226339222,44015637,
266.25176594639,13.0248612289911,6.993,265.461213426315,36.4051059957757,44019288,
167.306630796447,-1.33328383102008,6.6653,168.846517780543,-6.24206148655256,62903306,
171.763353282067,21.8515348143449,6.9851,163.617339271748,16.7740149762577,3902250,
151.78450263074,29.512334976455,6.9375,143.211001874562,16.7561241679342,3941110,
263.693147742563,-11.241984912969,5.52093,263.674518512952,12.0589198680315,3944756,
12.5306215784528,-10.6453172852528,4.6773,7.25606414534221,-14.7322500960689,3962869,
280.741269943406,-23.9675126582594,6.7775,279.806734488303,-0.893154689409742,3885864,
210.584966641504,36.1114813709793,6.7596,191.595590937459,44.7677784399329,23849367,
